taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
4494310	Spilomena punctatissima Blüthgen, 1953	4494310	Spilomena punctatissima Blüthgen, 1953	2	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Crabronidae	7906	Spilomena	1346854	Spilomena punctatissima	4494310	NE
10092564	BOLD:ACU7955	10092564	BOLD:ACU7955	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457							
11755104	BOLD:ADD2494	11755104	BOLD:ADD2494	3	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Campodorus	1283540			
4492151	Tenthredo frutetorum Fabricius, 1793	4492150	Gilpinia frutetorum (Fabricius, 1793)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Diprionidae	7907	Gilpinia	1249739	Gilpinia frutetorum	4492150	NE
10546650	BOLD:AAQ2983	10546650	BOLD:AAQ2983	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Exochus	1302322			
1288945	Dusona juvenilis (Forster, 1868)	1288945	Dusona juvenilis (Forster, 1868)	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Dusona	1288673	Dusona juvenilis	1288945	NE
10314351	Chrysis purpurata Kimsey & Bohart, 1991	5760368	Chrysis iris Christ, 1791	3	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Chrysididae	7903	Chrysis	10501569	Chrysis iris	5760368	NE
10033492	BOLD:AAG6679	10033492	BOLD:AAG6679	1	UNRANKED	DOUBTFUL	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Bracon	1262034	Bracon minutator	1262382	
10511030	BOLD:AAJ4964	10511030	BOLD:AAJ4964	8	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Chrysididae	7903	Chrysis	10501569	Chrysis analis	5760382	
10177739	BOLD:AAH1951	10177739	BOLD:AAH1951	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Diadegma	1290824	Diadegma consumptor	10109963	
4503433	Spilomicrus abnormis Marshall, 1868	4503433	Spilomicrus abnormis Marshall, 1868	1	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Diapriidae	2790	Spilomicrus	1249607	Spilomicrus abnormis	4503433	NE
1336029	Megachile analis Nylander, 1852	1336029	Megachile analis Nylander, 1852	3	SPECIES	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Megachilidae	7911	Megachile	1335011	Megachile analis	1336029	NE
8779219	Crossocerus vagabundus yamatonicus (Tsuneki, 1947)	9015669	Crossocerus vagabundus esakii (Yasumatsu, 1942)	1	SUBSPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Crabronidae	7906	Crossocerus	1338935	Crossocerus vagabundus	4494888	
1332302	Vespa simplex (Fabricius, 1793)	5037693	Euodynerus quadrifasciatus (Fabricius, 1793)	2	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Eumenidae	4240	Euodynerus	5037530	Euodynerus quadrifasciatus	5037693	NE
11540012	BOLD:ADW0705	11540012	BOLD:ADW0705	2	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Pteromalidae	9447	Pteromalus	1394398			
8741072	Ichneumon vagatoria J.C.Fabricius, 1793	1280970	Megarhyssa vagatoria (Fabricius, 1793)	1	SPECIES	SYNONYM	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Megarhyssa	1280969	Megarhyssa vagatoria	1280970	NE
10117928	BOLD:ACR3973	10117928	BOLD:ACR3973	4	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Ichneumonidae	3512	Enytus	1289517			
9995944	BOLD:AAK3477	9995944	BOLD:AAK3477	18	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Colletidae	7905	Hylaeus	1349360	Hylaeus angustatus	1349822	
10352557	BOLD:ACI9179	10352557	BOLD:ACI9179	7	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Platygastridae	4348					
1252307	Doryctes Haliday, 1836	1252307	Doryctes Haliday, 1836	10	GENUS	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Braconidae	6910	Doryctes	1252307			
11866521	BOLD:AEG1013	11866521	BOLD:AEG1013	1	UNRANKED	ACCEPTED	Animalia	1	Arthropoda	54	Insecta	216	Hymenoptera	1457	Mymaridae	9444	Lymaenon	1367378			
